SampleIndex,FileName,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,variance_1,variance_2,variance_3,variance_4,variance_5,variance_6,variance_7,variance_8,variance_9,variance_10,skewness_1,skewness_2,skewness_3,skewness_4,skewness_5,skewness_6,skewness_7,skewness_8,skewness_9,skewness_10,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,torso_BW_1,torso_BW_2,torso_BW_3,torso_BW_4,torso_BW_5,torso_BW_6,torso_BW_7,torso_BW_8,torso_BW_9,torso_BW_10,total_BW_1,total_BW_2,total_BW_3,total_BW_4,total_BW_5,total_BW_6,total_BW_7,total_BW_8,total_BW_9,total_BW_10,total_BW_offset_1,total_BW_offset_2,total_BW_offset_3,total_BW_offset_4,total_BW_offset_5,total_BW_offset_6,total_BW_offset_7,total_BW_offset_8,total_BW_offset_9,total_BW_offset_10,total_torso_BW_offset_1,total_torso_BW_offset_2,total_torso_BW_offset_3,total_torso_BW_offset_4,total_torso_BW_offset_5,total_torso_BW_offset_6,total_torso_BW_offset_7,total_torso_BW_offset_8,total_torso_BW_offset_9,total_torso_BW_offset_10
400,5P12A05R2_SVD.mat,-0.698453621791622,-0.724895838860424,-0.281852241478424,-0.669044926215976,-0.691884748828631,-0.492665618427369,-0.702813998954309,-0.580585289598699,-0.533675847485924,-0.543873765322922,79380.6707861473,80509.8102013417,80033.1886210691,79204.4760775539,80131.6343349159,78427.9148743048,79616.9466946683,80499.1985017886,80821.6183712413,80450.4881028531,0.00126879431336419,0.001244084644963,-0.00236417000124846,0.00113427966473928,0.00108509413101887,-0.000349954496963224,0.00126059162119805,-8.12892901231606e-05,-0.000507140800624237,-0.000345347584102075,1.88263117164412,1.85847885016119,1.86867333735924,1.88730168300979,1.86708114854606,1.90329457596907,1.87786854065328,1.85755161709965,1.85135759406465,1.51755478902088,8.52040816326531,21.3520408163265,22.8826530612245,28.0102040816327,19.8469387755102,35.969387755102,24.2857142857143,17.4234693877551,17.6275510204082,15.9183673469388,35.6377551020408,409.260204081633,257.780612244898,189.719387755102,258.418367346939,229.974489795918,257.755102040816,262.168367346939,479.183673469388,415.816326530612,-35.6377551020408,-409.260204081633,-257.780612244898,-189.719387755102,-258.418367346939,-229.974489795918,-257.755102040816,-262.168367346939,-479.183673469388,-415.816326530612,-8.52040816326531,-21.3520408163265,-22.8826530612245,-28.0102040816327,-19.8469387755102,-35.969387755102,-24.2857142857143,-17.4234693877551,-17.6275510204082,-15.9183673469388
401,6P03A06R1_SVD.mat,-0.52229867862567,-0.504387452143137,-0.0571455559130979,1.09096194985802,1.29926229671081,-0.475390335329147,-0.514531416330098,-0.295571131159132,-0.292816456670649,-0.291336865578416,81379.1545945035,81979.7085350257,79261.0740600922,77482.2579178288,76602.8732529349,80237.6896303881,82183.6211851316,82354.6879599527,82631.9156271947,82832.6228720147,0.000155965048868295,0.000179341391375357,-0.00459708890389223,-0.0159014974831183,-0.0184190766967161,-0.000152250540764766,0.000287732965239957,-0.00177855886600781,-0.00173713062667372,-0.00139844634801519,1.84069842268521,1.82833042624267,1.8822803888637,1.92371748317773,1.94649647635112,1.86569672488706,1.82434506764864,1.8195946878236,1.8145556280786,1.47796394179262,5.20408163265306,19.5408163265306,8.08673469387755,20.0765306122449,62.0918367346939,26.1479591836735,17.1683673469388,521.709183673469,718.622448979592,769.285714285714,31.1479591836735,998.75,27.4744897959184,71.3775510204082,176.326530612245,266.811224489796,998.75,998.75,998.75,815.30612244898,-31.1479591836735,-998.75,-27.4744897959184,-71.3775510204082,-176.326530612245,-266.811224489796,-998.75,-998.75,-998.75,-815.30612244898,-5.20408163265306,-19.5408163265306,-8.08673469387755,-20.0765306122449,-62.0918367346939,-26.1479591836735,-17.1683673469388,-521.709183673469,-718.622448979592,-769.285714285714
402,6P03A06R2_SVD.mat,-0.300005157137154,-0.548898125549298,-0.104200504685705,1.66492786308942,1.82117111437647,-0.837942286785882,-0.948746862811557,-0.620947740411042,-0.346465851577006,-0.786559054340184,78928.7511075353,79804.9276682266,78382.849265712,76481.5296273682,76766.9491662116,80756.0226891114,81972.0345115895,82388.9583386914,81607.6182429882,81997.4510552457,-0.00363447363986177,-0.0010162450272179,-0.00522938274294597,-0.0216990397541634,-0.0233228239866461,0.00235235449061353,0.0031635037136552,0.000316401906874342,-0.00235987037963784,0.0013280077521125,1.88870021917401,1.87192552174311,1.90064425623797,1.94472910760065,1.94123233579234,1.85618357374141,1.82872601371453,1.81985265046883,1.83390719487086,1.49046345862774,11.25,6.53061224489796,16.2244897959184,35.4081632653061,35.6887755102041,24.4897959183673,255,506.734693877551,501.581632653061,411.607142857143,24.8469387755102,25.7397959183673,43.5459183673469,105.841836734694,122.19387755102,868.112244897959,998.75,998.75,998.75,815.30612244898,-24.8469387755102,-25.7397959183673,-43.5459183673469,-105.841836734694,-122.19387755102,-868.112244897959,-998.75,-998.75,-998.75,-815.30612244898,-11.25,-6.53061224489796,-16.2244897959184,-35.4081632653061,-35.6887755102041,-24.4897959183673,-255,-506.734693877551,-501.581632653061,-411.607142857143
403,6P10A06R1_SVD.mat,-0.398459518620935,-0.529571758175703,0.0670318934752381,1.32254183997567,1.65226822085779,-0.218431538746454,-0.533849992408338,-0.555267787325794,-0.611124588350504,-0.629512660349367,80928.6146761707,80108.8963671895,77760.961017771,76632.6811513398,76132.4562061547,80362.6581683477,82306.8005392833,82477.8386312652,82658.3579671415,82792.2751924964,-0.000707171909469831,0.000827884591433826,-0.00503000745735643,-0.0179087081049779,-0.0208502534259402,-0.00246882831717846,0.000170029673076172,0.000320081117080255,0.00080363393585624,0.00071399790786647,1.85057204986298,1.86789926974201,1.91876570264881,1.94347973730355,1.95566096130651,1.86229721493335,1.82117823016976,1.81756449516337,1.81379908090715,1.47817707760488,14.719387755102,12.5255102040816,20.0765306122449,36.25,68.9540816326531,13.2397959183673,149.362244897959,509.795918367347,511.173469387755,783.826530612245,259.617346938775,66.1224489795918,73.6479591836735,106.020408163265,139.107142857143,196.632653061224,998.75,998.75,998.75,815.30612244898,-259.617346938775,-66.1224489795918,-73.6479591836735,-106.020408163265,-139.107142857143,-196.632653061224,-998.75,-998.75,-998.75,-815.30612244898,-14.719387755102,-12.5255102040816,-20.0765306122449,-36.25,-68.9540816326531,-13.2397959183673,-149.362244897959,-509.795918367347,-511.173469387755,-783.826530612245
404,6P10A06R2_SVD.mat,-0.52553279354488,-0.26863579890527,0.54142014991984,1.8736296823904,-0.224610950641271,-0.528929636879729,-0.672899173469455,-0.522737322639621,-0.661457568688713,-0.600552604733114,79734.2974045558,78241.5577987945,76847.9451144669,75839.062859282,79645.4045057529,81099.3562258988,82288.6200967032,81363.4675423916,81918.2582779348,81554.8067787011,-0.000210085048102966,-0.00293959543845469,-0.011329116336491,-0.0239771307451675,-0.00361035795222048,-0.000480321153342886,0.00105046161607334,-0.000515538534332281,0.000781650271407269,0.000316555416957816,1.87444299152304,1.90324132338753,1.93723874452946,1.95688371150708,1.87871500365715,1.84446865580167,1.82247969993357,1.83945773661777,1.82884469665999,1.49948341364182,21.4795918367347,17.7295918367347,33.6479591836735,65.3316326530612,19.8214285714286,140.969387755102,502.984693877551,260.204081632653,501.147959183673,4.79591836734694,35.8163265306122,44.6173469387755,89.5663265306122,140.841836734694,124.285714285714,998.75,998.75,998.75,998.75,410.484693877551,-35.8163265306122,-44.6173469387755,-89.5663265306122,-140.841836734694,-124.285714285714,-998.75,-998.75,-998.75,-998.75,-410.484693877551,-21.4795918367347,-17.7295918367347,-33.6479591836735,-65.3316326530612,-19.8214285714286,-140.969387755102,-502.984693877551,-260.204081632653,-501.147959183673,-4.79591836734694
405,6P11A06R1_SVD.mat,-0.403347039464076,-0.42357306338046,-0.0861173044752032,0.542253208805121,1.52199598193722,-0.0458925708765149,-0.611210222936276,-0.490806708059063,-0.473748782773007,-0.723543081095043,80838.12517603,81146.7703632285,80005.8591063059,78144.4443585612,76394.0520731701,79640.8075003326,81325.5738040961,81612.3142324037,81717.6134945601,82526.1550801884,-0.000728742547749486,-0.000540036193951099,-0.00328339308065386,-0.00931389962172246,-0.0194673277640289,-0.00412530669459464,0.00115374378527326,-0.000292776452177993,-0.000840972804546827,0.00110932174254075,1.85363192941917,1.84553447696712,1.87001544548328,1.91122116736935,1.95059531002751,1.87943581600798,1.84280032851847,1.83519372553344,1.83320130097841,1.48250238803203,9.9234693877551,10.9183673469388,9.77040816326531,18.0612244897959,50.6377551020408,49.8724489795918,30.280612244898,15.2295918367347,267.551020408163,362.015306122449,187.984693877551,261.147959183673,33.8520408163265,58.9285714285714,126.811224489796,544.566326530612,946.658163265306,972.321428571429,998.75,815.30612244898,-187.984693877551,-261.147959183673,-33.8520408163265,-58.9285714285714,-126.811224489796,-544.566326530612,-946.658163265306,-972.321428571429,-998.75,-815.30612244898,-9.9234693877551,-10.9183673469388,-9.77040816326531,-18.0612244897959,-50.6377551020408,-49.8724489795918,-30.280612244898,-15.2295918367347,-267.551020408163,-362.015306122449
406,6P11A06R2_SVD.mat,-0.828897363749707,-0.00269269975786888,0.0369420215505042,1.43373378977015,0.902480476554889,-0.428605505479812,-0.90701230414347,-0.627619954728749,-0.568045747122566,-0.536485832444748,80745.2183294499,78336.674946544,77359.8260476989,76289.2964129188,77619.8910042126,80224.3026997607,80329.7602971307,81204.8751785691,81805.0712632022,82605.8841520771,0.00169889736961053,-0.00616213001979192,-0.00633797868614956,-0.0197717326746875,-0.0150228423845777,-0.00221004170599648,0.00266294748511459,0.000278804550868898,1.85223309015992e-05,-0.00019562270320395,1.85391307245632,1.90363841412536,1.92278624623325,1.95025136441948,1.92423281428388,1.86618963997123,1.86203739036241,1.8437170053498,1.83029697813445,1.48159736545544,14.7448979591837,13.6989795918367,18.7244897959184,47.7040816326531,55.0255102040816,21.530612244898,27.5,10.8163265306122,497.219387755102,410.663265306122,353.265306122449,48.6224489795918,60.6377551020408,109.744897959184,249.84693877551,498.928571428571,534.719387755102,939.464285714286,998.75,815.30612244898,-353.265306122449,-48.6224489795918,-60.6377551020408,-109.744897959184,-249.84693877551,-498.928571428571,-534.719387755102,-939.464285714286,-998.75,-815.30612244898,-14.7448979591837,-13.6989795918367,-18.7244897959184,-47.7040816326531,-55.0255102040816,-21.530612244898,-27.5,-10.8163265306122,-497.219387755102,-410.663265306122
407,6P12A06R1_SVD.mat,-0.540266658980528,-0.272079782523612,1.03251576698949,0.824585513109687,-0.365350514361058,-0.594068589944935,-0.383558825300856,-0.556811383898242,-0.497500292441596,-0.550860595683028,80714.362727393,79988.5147503211,77241.1877765795,77379.243960936,79932.6220229904,81079.4291595423,80863.8126642624,81313.9331580668,81348.8681801126,81526.1252802079,-0.000141801565155184,-0.00263064183631023,-0.0154648369027667,-0.0133444580620188,-0.00158792441274104,0.000277793408238363,-0.00191288738376358,-0.000197446722059645,-0.000820615183312818,-0.000246997766955633,1.85252360370334,1.86701225480814,1.9284799370612,1.9274188333914,1.87085778186859,1.84563938431874,1.85053041797453,1.83959207473009,1.83796239231891,1.4971892921798,8.03571428571429,9.28571428571429,26.8112244897959,17.7551020408163,26.7602040816327,17.1428571428571,255.586734693878,255.15306122449,253.494897959184,563.316326530612,29.7448979591837,27.8316326530612,90,81.0204081632653,354.69387755102,998.75,998.75,998.75,998.75,815.30612244898,-29.7448979591837,-27.8316326530612,-90,-81.0204081632653,-354.69387755102,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-8.03571428571429,-9.28571428571429,-26.8112244897959,-17.7551020408163,-26.7602040816327,-17.1428571428571,-255.586734693878,-255.15306122449,-253.494897959184,-563.316326530612
408,6P12A06R2_SVD.mat,-0.370126200737837,1.37169343855044,1.70166873498106,0.273126029929264,-0.748095476119837,-0.805783564521252,-0.717707983415567,-0.305232322943577,-0.689163117384557,-0.749380731509287,78873.8550887304,76275.3008141425,76447.7231704765,78904.9915160835,81539.276573846,81846.7622673736,82079.7650386555,81033.132821599,81528.4421108222,81289.0632305384,-0.00324593404001245,-0.018348386724554,-0.0213176036210135,-0.00726903969172227,0.000977820104305429,0.00149848402240616,0.000940518940291743,-0.00270222794253339,3.04694685972073e-05,0.000604004181898345,1.88990391921356,1.94914911255289,1.94462740168684,1.89479090033449,1.8368993629869,1.82941119189867,1.82553073753298,1.84549960495398,1.8353500691926,1.50232782589327,10.4591836734694,40.3061224489796,61.3265306122449,25.5102040816327,18.3673469387755,216.938775510204,256.785714285714,44.1581632653061,19.3112244897959,10.8418367346939,31.4795918367347,94.6938775510204,142.066326530612,183.316326530612,665.459183673469,998.75,998.75,998.75,991.632653061224,418.061224489796,-31.4795918367347,-94.6938775510204,-142.066326530612,-183.316326530612,-665.459183673469,-998.75,-998.75,-998.75,-991.632653061224,-418.061224489796,-10.4591836734694,-40.3061224489796,-61.3265306122449,-25.5102040816327,-18.3673469387755,-216.938775510204,-256.785714285714,-44.1581632653061,-19.3112244897959,-10.8418367346939
409,1P14A01R1_SVD.mat,-0.542027272932185,-0.620770630881358,-0.722095219044084,0.497148910669572,1.97013321183843,0.937798775286185,-2.14872416707905,-2.63341926465203,-2.09712363552407,-0.687652189390223,80637.7683405685,81705.6752980313,81602.8110070365,78458.0774429931,76963.5455618302,77889.603124474,77261.4510270936,77209.7323099074,77618.2068948987,77874.3624456386,-0.000498676114835222,0.000101029903968302,0.00105247263666939,-0.00994203102335178,-0.0236018563258371,-0.0139593916010281,0.0146403132307706,0.0193640094044114,0.014243768271553,0.00107812487723505,1.85749185419487,1.83520802232193,1.83739423566166,1.90307283441276,1.93351495586885,1.91467952318499,1.92900212302287,1.92884766125436,1.92098515192031,1.74168379445268,19.0782828282828,16.1111111111111,18.3333333333333,17.3358585858586,19.4065656565657,23.1944444444444,35.8838383838384,26.0479797979798,26.2247474747475,24.8358585858586,39.5707070707071,32.790404040404,36.010101010101,56.4267676767677,61.6035353535354,65.7449494949495,81.2752525252525,71.1489898989899,77.1590909090909,61.4772727272727,-39.5707070707071,-32.790404040404,-36.010101010101,-56.4267676767677,-61.6035353535354,-65.7449494949495,-81.2752525252525,-71.1489898989899,-77.1590909090909,-61.4772727272727,-19.0782828282828,-16.1111111111111,-18.3333333333333,-17.3358585858586,-19.4065656565657,-23.1944444444444,-35.8838383838384,-26.0479797979798,-26.2247474747475,-24.8358585858586
410,1P14A01R2_SVD.mat,2.21514432903585,1.13468124927904,-2.73199706585331,-3.10957421013425,-1.63473168438893,1.51781816455923,1.98658344847651,0.266510196826789,-2.7855875032265,-3.09782060319208,76864.0683968755,77248.4636083066,77085.5303349194,76669.0217975126,77386.7299672645,77213.0385371587,76966.4082599095,77423.6979449536,76876.7537421098,76762.0771469317,-0.0260836920208985,-0.0161581749659284,0.0201023690617719,0.0239320486786616,0.00966549325353047,-0.0196948389209627,-0.0239358876715263,-0.0080657794565676,0.0207610961822565,0.0216190898155287,1.93653337953269,1.92836236632689,1.93194983496188,1.94052867176063,1.92641074088461,1.92981636308807,1.93389801295783,1.9252098325965,1.93680949732396,1.76214628449239,30.0631313131313,28.8510101010101,31.489898989899,19.1540404040404,30.3914141414141,35.8459595959596,25.6565656565657,29.2424242424242,31.5277777777778,17.3358585858586,86.6919191919192,78.2323232323232,80.8585858585859,71.9191919191919,77.2979797979798,95,81.3510101010101,80.1388888888889,88.459595959596,66.3383838383838,-86.6919191919192,-78.2323232323232,-80.8585858585859,-71.9191919191919,-77.2979797979798,-95,-81.3510101010101,-80.1388888888889,-88.459595959596,-66.3383838383838,-30.0631313131313,-28.8510101010101,-31.489898989899,-19.1540404040404,-30.3914141414141,-35.8459595959596,-25.6565656565657,-29.2424242424242,-31.5277777777778,-17.3358585858586
411,1P14A01R3_SVD.mat,0.271901824401315,2.48107939314189,1.38382243408025,-2.62805786970333,-3.71227789757916,-1.17730097276294,1.61085146212882,1.94479614890091,-0.50190346943498,-3.15174191185748,78442.8716088949,76653.3940223868,77158.7402247942,77178.1845202999,76656.4458385818,77434.3541464474,76950.6677944135,76953.1407698378,77517.8628955294,76962.2046559257,-0.00792900215186225,-0.0292987188482687,-0.018684194736368,0.0185844040078071,0.0288616038306249,0.00554398158807343,-0.0206547169220793,-0.0239709034831602,-0.000940952826190021,0.0213142748519283,1.90267282064377,1.94242487638896,1.93099307038489,1.92906260456547,1.93961901666759,1.9264225341812,1.93688981170892,1.93539450449263,1.92361805404719,1.75698715960868,22.0075757575758,34.5707070707071,20.0757575757576,26.5530303030303,17.1212121212121,37.1969696969697,30.0631313131313,26.1489898989899,30.9343434343434,27.0454545454545,57.9040404040404,100.391414141414,71.969696969697,73.0176767676768,74.0151515151515,85.0252525252525,89.1287878787879,76.6161616161616,74.9242424242424,82.4242424242424,-57.9040404040404,-100.391414141414,-71.969696969697,-73.0176767676768,-74.0151515151515,-85.0252525252525,-89.1287878787879,-76.6161616161616,-74.9242424242424,-82.4242424242424,-22.0075757575758,-34.5707070707071,-20.0757575757576,-26.5530303030303,-17.1212121212121,-37.1969696969697,-30.0631313131313,-26.1489898989899,-30.9343434343434,-27.0454545454545
412,1P28A01R1_SVD.mat,-0.105215335599311,1.14393124083642,1.79644639362389,0.691719996677408,-2.23082783434855,-2.08234538171711,-0.309055374434179,1.72306205656626,1.71540280011479,-1.62316804767952,80594.4809013946,77457.578261316,76786.8590312311,77431.9651563192,77529.6629485598,77326.4742813925,77234.4739982671,76470.8859296702,76492.3846674989,77564.3846832362,-0.00254124210738195,-0.0157954386452938,-0.0221296290186607,-0.0117278547174236,0.0163090725224041,0.0149140275720338,-0.00234851973809906,-0.0217647442467167,-0.0217080276901549,0.00924371620323684,1.85757661856986,1.92450608656375,1.93871002326084,1.92552768178582,1.92524672524111,1.92975870186198,1.93103106309991,1.9462721874422,1.94580082602898,1.74896715852354,7.38636363636364,30.3914141414141,15.9848484848485,15.1893939393939,23.4848484848485,16.0984848484848,34.0277777777778,23.6742424242424,20.3661616161616,30.7449494949495,32.1085858585859,94.6085858585859,77.1717171717172,67.209595959596,72.5378787878788,71.0732323232323,81.5151515151515,84.7853535353535,76.729797979798,77.2348484848485,-32.1085858585859,-94.6085858585859,-77.1717171717172,-67.209595959596,-72.5378787878788,-71.0732323232323,-81.5151515151515,-84.7853535353535,-76.729797979798,-77.2348484848485,-7.38636363636364,-30.3914141414141,-15.9848484848485,-15.1893939393939,-23.4848484848485,-16.0984848484848,-34.0277777777778,-23.6742424242424,-20.3661616161616,-30.7449494949495
413,1P28A01R2_SVD.mat,-0.227672719466625,1.43004287229255,2.60538262799176,-1.43830019442114,-2.57092020139287,-0.947210078165412,1.99719291148577,1.80382637651356,-1.61733071294234,-2.42071527659791,80912.8959006998,76627.037648116,75512.4963116386,76889.9703846544,76434.679949428,77085.3523974192,76354.4161264099,75909.6449578649,77084.1043208537,76786.7295478741,-0.00219065194257814,-0.0190181935889033,-0.0306476757739904,0.00907517185091247,0.0204466645863877,0.00424893193571433,-0.02451888929753,-0.0228284365494401,0.0109048313823397,0.0171363684856284,1.85111746633164,1.9445897173159,1.96838214026256,1.94033902349711,1.95063953531145,1.93568728958387,1.94980564581811,1.96046062908439,1.93556052892283,1.76623542844323,9.67171717171717,32.0454545454545,52.2727272727273,43.8383838383838,40.3409090909091,26.3888888888889,38.7878787878788,44.5707070707071,30.8585858585859,38.4848484848485,33.5606060606061,100.025252525253,138.156565656566,107.373737373737,127.992424242424,83.030303030303,110.088383838384,123.901515151515,91.1868686868687,107.272727272727,-33.5606060606061,-100.025252525253,-138.156565656566,-107.373737373737,-127.992424242424,-83.030303030303,-110.088383838384,-123.901515151515,-91.1868686868687,-107.272727272727,-9.67171717171717,-32.0454545454545,-52.2727272727273,-43.8383838383838,-40.3409090909091,-26.3888888888889,-38.7878787878788,-44.5707070707071,-30.8585858585859,-38.4848484848485
414,1P28A01R3_SVD.mat,0.273209655958808,2.41569567886107,0.937561404327318,-1.88704123098001,-2.19541420426185,-0.484343411759938,1.94764632344196,1.91309626435819,-0.491386794905194,-2.286247543792,78457.4592006671,75833.0299972605,76402.2273847481,77072.1720065952,76984.4258863447,77103.9958934326,76371.5488729181,76411.540083164,77238.6975732164,76965.4208229668,-0.00735009159676492,-0.0282657174500527,-0.0139041347409829,0.0135861967818854,0.0166204226890915,-1.79949468168928e-05,-0.0235542305104745,-0.0232106856362006,-0.000133910607849766,0.0159434729670245,1.90179665297531,1.96070500090894,1.94935888336853,1.93628935893597,1.93860370261939,1.93458705713839,1.94863581596839,1.94791210733165,1.93110617448812,1.76283070286478,24.8358585858586,42.5883838383838,43.1944444444444,40.8712121212121,31.1868686868687,22.8787878787879,31.3762626262626,32.7777777777778,26.3131313131313,32.0328282828283,61.6666666666667,122.184343434343,109.330808080808,102.992424242424,104.166666666667,79.8484848484848,101.628787878788,99.4318181818182,75.530303030303,96.0606060606061,-61.6666666666667,-122.184343434343,-109.330808080808,-102.992424242424,-104.166666666667,-79.8484848484848,-101.628787878788,-99.4318181818182,-75.530303030303,-96.0606060606061,-24.8358585858586,-42.5883838383838,-43.1944444444444,-40.8712121212121,-31.1868686868687,-22.8787878787879,-31.3762626262626,-32.7777777777778,-26.3131313131313,-32.0328282828283
415,1P29A01R1_SVD.mat,0.238344498730911,1.84134774277471,2.16542632972313,-2.07270723257166,-3.03195451442216,-2.37763542520683,0.81616179543739,1.94691182722821,1.53300267464627,-2.04000750103865,79073.8357007166,76606.930773877,76605.9619981726,77483.0661607938,76714.4678797276,76894.0175514777,77641.8439998684,76583.7357876614,76911.9096058057,77478.6414960429,-0.00720134894336828,-0.0226881291208584,-0.0258063625208938,0.0141303554829419,0.0227262828417981,0.0168708516562365,-0.0127800390967092,-0.0237415815787752,-0.0196939268566607,0.0126045715834765,1.88953856705888,1.94300780318556,1.94282447091024,1.92305052758633,1.93879629129356,1.93636484021897,1.92118254456372,1.94359676851538,1.93687540756248,1.7485137661944,22.8030303030303,31.7929292929293,37.8914141414141,24.8611111111111,29.3181818181818,20.3409090909091,35.5050505050505,39.040404040404,21.6792929292929,21.1111111111111,58.1565656565657,84.2424242424242,87.5757575757576,69.0782828282828,77.3611111111111,68.9520202020202,84.6338383838384,92.8409090909091,73.3585858585859,62.5126262626263,-58.1565656565657,-84.2424242424242,-87.5757575757576,-69.0782828282828,-77.3611111111111,-68.9520202020202,-84.6338383838384,-92.8409090909091,-73.3585858585859,-62.5126262626263,-22.8030303030303,-31.7929292929293,-37.8914141414141,-24.8611111111111,-29.3181818181818,-20.3409090909091,-35.5050505050505,-39.040404040404,-21.6792929292929,-21.1111111111111
416,1P29A01R2_SVD.mat,0.284465898390303,2.45654746269449,0.412904964747037,-2.98955490724671,-3.35162196459175,-1.3708554154797,1.47176511345904,2.16322021727646,-0.297641500385587,-3.05809340324434,78138.0280688878,76212.7574977517,76683.1285266549,76671.9527142946,76308.5352189559,77004.9682842522,76865.1120879013,76502.3781339694,77070.9170122686,76758.2565091498,-0.00809274119629596,-0.0290095725172476,-0.00928135540591049,0.0225979614166148,0.0261541960536312,0.00751676768123234,-0.0191853709107613,-0.0259769672010081,-0.00258187679632647,0.0210415907022071,1.90864043462864,1.95142162464162,1.94204494436378,1.94122029997639,1.94945136989924,1.93547037971249,1.9377129222707,1.94525883360213,1.93389435392979,1.76223081446147,23.5984848484848,35.4040404040404,36.1111111111111,41.3636363636364,36.3383838383838,16.5909090909091,33.0934343434343,39.6212121212121,36.6035353535354,32.3106060606061,65.0252525252525,96.540404040404,89.3308080808081,98.7373737373737,95.7070707070707,77.1969696969697,82.1212121212121,92.8661616161616,84.7979797979798,82.9292929292929,-65.0252525252525,-96.540404040404,-89.3308080808081,-98.7373737373737,-95.7070707070707,-77.1969696969697,-82.1212121212121,-92.8661616161616,-84.7979797979798,-82.9292929292929,-23.5984848484848,-35.4040404040404,-36.1111111111111,-41.3636363636364,-36.3383838383838,-16.5909090909091,-33.0934343434343,-39.6212121212121,-36.6035353535354,-32.3106060606061
417,1P29A01R3_SVD.mat,1.34813687031243,1.91010517012691,-0.461939563756923,-2.91603698381331,-2.93318040046245,-0.483778161205795,1.78069479354985,1.95838179455137,-0.306836107341635,-3.13214038783741,76430.8053349177,76423.9022785557,76655.846422133,76559.1739839396,76756.8475459645,77390.7214877642,76559.4958921436,76475.1470434695,76938.455487749,76739.2406610873,-0.018232051608945,-0.0236132003596774,-0.00108092934842499,0.0216754843120139,0.0218157397253501,-0.000952452933994219,-0.0223634211189738,-0.0241337883440729,-0.00256381724020236,0.0214701676190548,1.94854593706849,1.94793643895336,1.943970680446,1.94306656286641,1.93869075591639,1.92631562702924,1.94494297662115,1.94618555963611,1.93730181739262,1.76222513902854,44.3434343434343,38.0050505050505,44.469696969697,31.1111111111111,34.3560606060606,39.0151515151515,39.6590909090909,44.3308080808081,48.5858585858586,29.3939393939394,104.873737373737,102.891414141414,94.8863636363636,89.1919191919192,94.3308080808081,85.8585858585859,104.722222222222,109.659090909091,97.9292929292929,83.6868686868687,-104.873737373737,-102.891414141414,-94.8863636363636,-89.1919191919192,-94.3308080808081,-85.8585858585859,-104.722222222222,-109.659090909091,-97.9292929292929,-83.6868686868687,-44.3434343434343,-38.0050505050505,-44.469696969697,-31.1111111111111,-34.3560606060606,-39.0151515151515,-39.6590909090909,-44.3308080808081,-48.5858585858586,-29.3939393939394
418,1P30A01R1_SVD.mat,-0.28624162062016,1.26534341518968,1.63432512907844,-0.321773857014689,-3.31575405285237,-2.80809647728565,0.535204212590458,1.53021036406387,1.11117952131037,-2.41875430939515,79922.1087210976,76607.0871116693,76425.8331395646,76670.104745297,76403.3850420939,76451.5182016073,77475.9798240042,76693.3852726395,77136.1900684518,76899.3024716735,-0.0020485714913222,-0.0172971313687297,-0.0208528389305911,-0.00203080815799428,0.0256427128202531,0.0211018810683389,-0.00976328479894639,-0.0196389629566386,-0.0153191808658839,0.0158587528479436,1.87284824243236,1.94628311027081,1.95011642904738,1.94428563083083,1.9463751252431,1.94636261903021,1.92707861352284,1.94412326004148,1.93467605934347,1.76097089189199,20.4924242424242,25.3787878787879,35.3535353535354,23.8510101010101,30.6186868686869,30.4292929292929,42.6515151515151,34.4949494949495,34.4065656565657,22.3611111111111,49.5328282828283,103.64898989899,106.666666666667,85.8585858585859,96.3762626262626,101.666666666667,95.8080808080808,107.525252525253,96.9949494949495,70.0757575757576,-49.5328282828283,-103.64898989899,-106.666666666667,-85.8585858585859,-96.3762626262626,-101.666666666667,-95.8080808080808,-107.525252525253,-96.9949494949495,-70.0757575757576,-20.4924242424242,-25.3787878787879,-35.3535353535354,-23.8510101010101,-30.6186868686869,-30.4292929292929,-42.6515151515151,-34.4949494949495,-34.4065656565657,-22.3611111111111
