SampleIndex,FileName,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,variance_1,variance_2,variance_3,variance_4,variance_5,variance_6,variance_7,variance_8,variance_9,variance_10,skewness_1,skewness_2,skewness_3,skewness_4,skewness_5,skewness_6,skewness_7,skewness_8,skewness_9,skewness_10,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,torso_BW_1,torso_BW_2,torso_BW_3,torso_BW_4,torso_BW_5,torso_BW_6,torso_BW_7,torso_BW_8,torso_BW_9,torso_BW_10,total_BW_1,total_BW_2,total_BW_3,total_BW_4,total_BW_5,total_BW_6,total_BW_7,total_BW_8,total_BW_9,total_BW_10,total_BW_offset_1,total_BW_offset_2,total_BW_offset_3,total_BW_offset_4,total_BW_offset_5,total_BW_offset_6,total_BW_offset_7,total_BW_offset_8,total_BW_offset_9,total_BW_offset_10,total_torso_BW_offset_1,total_torso_BW_offset_2,total_torso_BW_offset_3,total_torso_BW_offset_4,total_torso_BW_offset_5,total_torso_BW_offset_6,total_torso_BW_offset_7,total_torso_BW_offset_8,total_torso_BW_offset_9,total_torso_BW_offset_10,U_centroid,U_bandwidth,mean_U1,mean_U2,mean_U3,sigma_U1,sigma_U2,sigma_U3,mean_V1,mean_V2,mean_V3,sigma_V1,sigma_V2,sigma_V3,Upeak1,Upeak2,Upeak3,Unegpeak1,Unegpeak2,Unegpeak3,Vpeak1,Vpeak2,Vpeak3,Vnegpeak1,Vnegpeak2,Vnegpeak3
283,5P52A05R01_SVD.mat,-0.646229552257897,-0.641751284044365,-0.746634902645717,-0.579043896881308,-0.738420783662983,-0.558704155025314,-0.600804245254514,-0.64977673587925,-0.6178119949467,-0.617379618654532,82770.1715685407,82439.1949908249,82129.9584756918,82283.1752281914,82299.8463955793,82247.4666731199,82301.035416904,82533.5290699823,82925.7865914115,82831.4095310553,0.000119760741104987,9.431963250154e-05,0.00106865604648978,-0.000457382357067444,0.000964377735285058,-0.000652525083970522,-0.000238479360891774,0.00019196595749255,-0.000143455617399213,-0.000121974452762416,1.81102999080167,1.81731911460094,1.82321160863645,1.82027071113949,1.81997755534047,1.82095558155238,1.8198952204896,1.81548873718459,1.8080817640309,1.4774452327076,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353471910504895,-0.000542340445806832,4.62043227400043e-05,0.000759477351543369,0.0353732943657174,0.0353774266737723,-0.0455942319335215,-0.000346822126892261,6.98162416304007e-05,0.000410418796966676,0.0456422260319395,0.0456434929521277,-0.655365069268338,285.604294249184,0,7,8,5,4,1,2,6,5,0,4,3
284,5P52A05R02_SVD.mat,-0.60830277735008,-0.634689011374457,-0.712172731027555,-0.548249761675965,-0.64472955270313,-0.692988598351587,-0.528839761954518,-0.594423535391876,-0.626851257059317,-0.588718997487748,82656.6097410594,82427.6994278628,82240.0731940303,82310.0068673968,82376.4327709632,82432.3498058909,82424.9350951978,82167.1458062955,82522.0588087306,82919.6587371659,3.91396519334734e-05,0.00018766532823229,0.000828214186610998,-0.000657238372093085,0.000259307003836986,0.000733506765524489,-0.00080869197417574,-0.000247875248124832,0.000187260491829491,-8.7886558116541e-05,1.81290637907834,1.81754934199553,1.82140688170165,1.81977189584911,1.81858421168801,1.81749560154673,1.8176007887903,1.82235322706804,1.8153556339303,1.47612022129215,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353468067951828,0.000528055898500358,-8.18357673292304e-05,0.00077717719311777,0.0353735107608433,0.0353773621132894,-0.0455933332211388,0.000408970775920856,-2.72154848197098e-05,0.000500565395249484,0.0456417103950487,0.0456435383280879,-0.613365043469487,285.493822040898,0,7,9,5,4,2,2,6,6,0,5,3
285,5P52A05R03_SVD.mat,-0.681176290444638,-0.666963387507875,-0.698906020580579,-0.636722505925627,-0.587801512310909,-0.708733638353976,-0.60750892027863,-0.591873503676738,-0.619186288537162,-0.681320819386447,82675.3171864125,82663.9800810959,82257.3623964824,82331.506220079,82434.618270799,82302.264766266,82397.1116465342,82314.0067057849,82590.3943272502,82725.0145605494,0.000323169796342785,0.000213264646282847,0.000599752292787637,0.000106484090409598,-0.000346188265230028,0.000665289359353313,-0.000138848647344168,-0.000283968368305638,-0.000184627695230315,0.000255597503002084,1.81280544306841,1.81310094633572,1.82105152272785,1.81943585236261,1.81765579769299,1.82023748075472,1.81821075175608,1.81996014973594,1.81455698386602,1.47910028529995,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353468493181647,-0.000545271222100322,2.45285782813555e-06,0.00077523836470513,0.0353732492534653,0.0353774567987217,-0.0455929415772251,-0.000424943932372973,1.61310183935794e-05,0.000535119300342931,0.0456415641689115,0.0456435436023703,-0.669052823914702,285.586014340284,0,7,7,5,5,4,1,6,8,0,5,4
286,5P53A05R01_SVD.mat,-0.748819861915009,-0.693048079395079,-0.609511806590181,-0.600724237035995,-0.616796163362098,-0.585888162102362,-0.561142669534895,-0.597555252807162,-0.620361085061266,-0.637781835945314,82374.4409709698,82629.761750173,82868.8105711421,82713.9265948243,82426.630093809,82688.7747263331,82934.3743317384,83071.8840927829,83058.4003146516,83013.6753668218,0.000928326070764501,0.000520349685796342,-0.000135659176822059,-0.000170602379785362,-7.3946549320615e-05,-0.000349855251263069,-0.000426672932890217,-0.000118766139212629,4.89678598618559e-05,0.00013898008340581,1.81921449212471,1.8140774891956,1.80923317439046,1.81244721628197,1.81847108800453,1.81292418721598,1.8079718336921,1.80513425044303,1.80530282488316,1.47444488648178,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353502020103887,-0.000445390183122546,1.41167823786107e-05,0.000603052580813978,0.035374649607853,0.0353774540638031,-0.0455958199318885,-3.00180300475061e-05,-8.72307189004228e-05,0.00015274897272583,0.0456435365673383,0.0456434629304407,-0.628767028561072,286.695680403322,0,5,8,5,1,4,0,6,7,0,3,5
287,5P53A05R02_SVD.mat,-0.666122101489124,-0.750019963424194,-0.686787687489831,-0.628829864695257,-0.699896946736061,-0.638943563186759,-0.653612937328615,-0.637057136338389,-0.638020328993325,-0.677364349914351,82531.9761613622,82386.4855493074,82595.4170229599,82811.4377825256,82683.5595774707,82840.8680197611,82681.4136572713,82714.9864046528,83027.2652463439,82947.6074847676,0.000357353877570829,0.00078906692607136,0.000479148137537966,0.000107085585420723,0.000521260450560215,4.55483954943593e-05,9.44791379055439e-05,0.00011340471534637,8.76005337438614e-05,0.000261523324851082,1.8154287529119,1.81850308975872,1.81452242074629,1.81029805187737,1.81251285466664,1.8098202314245,1.81297661768562,1.81216362351117,1.80605552723739,1.47549094232114,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353499361434334,0.000446968400205382,0.000154496992400236,0.00061845999963195,0.0353746296769337,0.0353771191079037,-0.0455950781956271,0.0001095968359769,-0.000117968042487553,0.000301848903184878,0.0456434146054279,0.0456433936937391,-0.710361041375104,286.497005946975,0,8,8,5,3,8,1,7,6,0,3,5
288,5P53A05R03_SVD.mat,-0.674747789087217,-0.673757680207769,-0.653615446881699,-0.631814366430169,-0.638681304154487,-0.629808987677224,-0.613053712069625,-0.680366779251045,-0.636775497962899,-0.669018105540701,82670.9231336976,82442.8097267402,82640.3338181552,82769.5272842245,82753.4735939567,82480.6707783865,82701.8377636355,82773.0108756881,83057.3748747976,82876.6603405819,0.000327214236383036,0.000421496372609371,0.000164100404555104,2.83947561614834e-05,0.000117392050266802,0.000130334688923727,-6.48889538415069e-05,0.00043817370778804,0.000156892498175828,0.000303155264418759,1.81271085719007,1.818233870138,1.81389584935837,1.81113096911451,1.81144547960328,1.81745588257667,1.81267835669077,1.81044185251645,1.80532779812063,1.47660429413354,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353498278977553,0.000454227264878013,0.000275524706339806,0.00062462412152666,0.0353745370985333,0.0353763826117731,-0.0455948594993697,0.000119707852232503,-0.000118952868864598,0.000333312475224653,0.0456433891545024,0.0456433911324477,-0.674935623757719,286.481662644637,0,9,8,5,2,8,1,5,7,0,4,6
289,5P54A05R01_SVD.mat,-0.517392319491855,-0.57228632454997,-0.508320468797281,-0.499980454766867,-0.482632430604295,-0.509441915015928,-0.459252308249407,-0.477503073250325,-0.504640286889919,-0.622227626994911,82557.4482971812,82404.562199561,82718.4884757164,82968.6316830919,82928.8940190654,82997.4946714806,82746.1827195716,82368.3900009924,82727.2509268751,82696.7314632907,-0.000522872708774894,-4.21811900622042e-05,-0.000343663725398595,-0.000467446669423581,-0.000574510752258834,-0.000332565799786652,-0.000763241010714409,-0.000717504790889215,-0.000557270261484836,0.000292479704756682,1.81543942735758,1.81831808513625,1.8120375483,1.80754198736,1.80826945176187,1.80690497629876,1.81180878472827,1.81901277005921,1.81222505195939,1.47975116356975,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.035348946109884,0.000379093353350282,-0.000300474896003817,0.000672736678659383,0.035375423162619,0.035376179237004,-0.0455951743889724,0.000166587274216761,6.0000520979058e-05,0.000286919135141201,0.0456432418239344,0.0456435069398779,-0.402494543189588,286.469751242958,0,7,9,7,3,12,1,5,7,0,4,7
290,5P54A05R02_SVD.mat,-0.608554756731165,-0.589387047289809,-0.568915911823304,-0.507769586621379,-0.515856867930519,-0.556776723902655,-0.486104672965067,-0.48601777692719,-0.606300164961231,-0.587645438339391,82281.3840622611,82459.1868537814,82736.4696405937,82932.8488103745,82907.2400277017,82762.9427206106,82687.708581483,82447.8843224784,82328.6479397336,82371.2893657168,0.00022209842256963,0.00013908929417714,-1.67484491694841e-05,-0.000411725677116334,-0.000452418679918431,-0.000236245365712661,-0.000603075500202354,-0.000679156035271432,0.000187078931388637,7.61239580643153e-05,1.82017103556351,1.81692955495679,1.81168694908734,1.80834238692952,1.80864532219217,1.81105791590858,1.81315837953281,1.81770076110142,1.81927456281765,1.48456538520727,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353484859547953,0.000447970565103752,-0.000329192420946478,0.00069652504446033,0.0353746169842343,0.035375923341877,-0.0455940647438947,0.000326122124983241,0.000140311229699268,0.000428626980183374,0.0456423789489404,0.0456433303460327,-0.478998611494699,286.056181421506,0,7,8,7,3,13,1,6,7,0,5,7
291,5P54A05R03_SVD.mat,-0.632900803062684,-0.588064964648082,-0.529027123842995,-0.60232706310032,-0.492884800285157,-0.530572838164545,-0.542155419501858,-0.513244991781629,-0.66118741815701,-0.629492904171496,82487.2824362764,82480.7713603185,82842.1978245564,82702.0464725574,82965.0085007337,82671.7250247577,82517.7941067133,82371.0813705174,82363.1412684029,82380.1417084614,0.000276556290090391,6.02288642518877e-05,-0.000206242423697049,2.94366253402216e-05,-0.000478184985082903,-0.000273941284129015,-0.000346804333486724,-0.00049157788675911,0.000495437585159907,0.00023277509861143,1.81633805376398,1.81672242968163,1.80999693370239,1.81215127017906,1.80777932441865,1.81330127972287,1.81617265231615,1.81911660092157,1.81860217390644,1.48442861386842,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353486662838528,-0.000403163332722848,0.000397934213552091,0.000687300829945211,0.0353751566988258,0.0353752159815861,-0.0455938948236591,-0.000303777985708931,-0.000264474473685685,0.000446372096237395,0.0456425334530908,0.045642778627771,-0.520957912161796,286.011674915283,0,8,8,5,5,7,1,5,6,0,5,6
292,5P55A05R01_SVD.mat,-0.548681943604976,-0.589783181955996,-0.550361885716275,-0.524095021103769,-0.520483097211372,-0.506342921231251,-0.507306052289269,-0.504068685892691,-0.537462936872156,-0.561702238176469,82455.926117769,82400.7251888748,82650.2307556201,82811.2918395106,82910.1852926847,83004.2775805969,83044.286510495,82988.7228288949,82567.9005066297,82369.7309852132,-0.000395057085007058,9.04660053871268e-05,-0.000185754793805986,-0.000395830013543072,-0.000382620798608926,-0.000524094408626222,-0.000461450234777956,-0.000568404040655959,-0.00057801476069489,-0.000378387688229801,1.81714016500726,1.81854964911232,1.81367677678586,1.81034210649765,1.80820077232435,1.80643963766791,1.80566219780708,1.80689482083062,1.81526479781589,1.48499093713916,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353494932783541,0.00048497549551543,-0.000153190314278431,0.00064330573324798,0.0353741283987141,0.0353771247973358,-0.0455951995020877,0.000199501911178982,0.000140466771311601,0.000282891754475783,0.0456431095500952,0.0456433298666237,-0.444188544159785,286.522919997384,0,7,8,7,3,8,1,4,6,0,1,6
293,5P55A05R02_SVD.mat,-0.619415794710455,-0.616549094516086,-0.580742824776585,-0.542566140471249,-0.589622840070672,-0.551787430429498,-0.539478240621894,-0.536332725842662,-0.472029386184966,-0.515955030433559,82528.1625852381,82671.1620427537,82692.8968650245,82988.1938684773,82876.825899121,83065.9599393009,83066.8437358596,82753.3392604958,82515.6877457554,82472.4072379139,0.000187418022390628,0.000192197109004397,9.70422899557225e-06,-0.000236594001150979,-6.44701160528055e-05,-0.000251962175362521,-0.000270422778829264,-0.000363880319078285,-0.000709505782898898,-0.000272695610899128,1.81592863701102,1.81317061497783,1.81276254020912,1.80689077609313,1.80891670643815,1.80528898512504,1.80534917781682,1.81135739679768,1.81617128960516,1.48348852994927,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353505241447877,0.000477088364243888,-0.000136650381495531,0.00058383968240706,0.0353742357852356,0.0353771926369494,-0.0455944590846787,5.12910862669159e-05,0.000265003491026051,0.000384300427847462,0.0456435175800137,0.0456427755529518,-0.490473073486051,286.678619218432,0,8,8,7,2,6,1,7,7,0,3,4
294,5P55A05R03_SVD.mat,-0.596928964080738,-0.524690611973188,-0.540718029423103,-0.579332948442007,-0.563844496255351,-0.48554458678537,-0.596464564443771,-0.542310685420775,-0.489368079096287,-0.595632306514892,82621.5276043079,82604.9144159925,82702.0568402784,82690.5780757279,82823.3571045589,83000.1072766518,82755.8653358031,82859.1752298326,82484.639079177,82400.5116071347,-3.05138636196774e-05,-0.000462181292887967,-0.000240376801739839,-8.35453109796336e-05,-0.000178285805491446,-0.000708541192383225,-0.00015946558490455,-0.000358286085361658,-0.00078580040205274,9.19405974253826e-07,1.81357690168745,1.81440305830918,1.81272862215515,1.81246551997225,1.80995387106863,1.80679436046428,1.81079046211587,1.80948567926449,1.81676944635509,1.4840658440764,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353496241784853,-0.000494200641816488,9.8041605358223e-05,0.00063606301578198,0.035374000560018,0.0353773208621406,-0.0455951376779576,-0.000193887635094864,-0.0001525743550364,0.00029270677026039,0.0456431337946986,0.0456432909188387,-0.477342413747543,286.430634520003,0,7,8,7,1,8,1,6,6,0,4,6
295,5P56A05R01_SVD.mat,-0.662679652750959,-0.634788826276613,-0.571769716963732,-0.601729565128008,-0.619860544764593,-0.642516418707043,-0.645119308234748,-0.591904248857729,-0.548702931234627,-0.59585224964277,82393.2053175128,82764.6447168407,82665.8380913454,82170.5761352557,82305.0406016316,82179.5272919322,82613.0307810108,82859.6523702442,82460.6770225325,82255.9406757531,0.000449829004637974,0.00010811189525272,-0.000492632606249199,-0.000164411734289195,9.08031262930178e-05,0.000282965849627685,0.000260157969608688,-0.00030061688148739,-0.000654220297197515,-0.000191530978013561,1.81823179305734,1.81112386946589,1.81321156529916,1.82274113494987,1.81997682456288,1.82246195281467,1.81401619056725,1.80940919069312,1.81708635117031,1.48660217510173,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353464681287735,-0.000570882922166295,-4.89292000619106e-05,0.000792449235809255,0.0353728446744764,0.0353774230054496,-0.045594701496783,-0.000272669238295252,-9.66238719832494e-05,0.000354309765192631,0.0456427303075428,0.0456434439729337,-0.599362236745242,285.606897808162,0,7,8,5,3,1,2,5,6,0,3,3
296,5P56A05R02_SVD.mat,-0.538974195784889,-0.65255468885786,-0.668299417801589,-0.57969651692724,-0.603954151698908,-0.666710117910981,-0.650051546388453,-0.649299291904647,-0.637705747476054,-0.636439168482779,82032.6183875202,82278.4956817729,82533.3589325511,82440.1674549798,82250.2700729316,82374.6231475844,82198.2036216155,82518.9085406518,82856.6341500099,82946.5520125413,-0.000938424096470151,0.000189823710659214,0.000355062895301844,-0.000403433233944732,-0.00023216179447767,0.000326830591165029,0.000167995762087175,0.000170777255521806,6.19599682588058e-05,2.39368044851618e-05,1.82574142015209,1.82051389036797,1.81551778230199,1.81743195783649,1.82114586148025,1.81863966917699,1.82208818802951,1.81582153370176,1.80930583867805,1.47558425762947,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.035346069540261,-0.000571386595138748,0.000163935815804271,0.000810054498410316,0.035372836531925,0.035377076574839,-0.0455948959256142,-0.000293292385536851,-3.13068094266109e-06,0.000328281259905369,0.0456426021793313,0.0456435463511738,-0.631127826221803,285.474023320851,0,7,7,5,3,27,1,4,8,0,3,6
297,5P56A05R03_SVD.mat,-0.493283470374712,-0.727878524845435,-0.679517492702484,-0.635387239705015,-0.526573247509992,-0.618203021802144,-0.70765376246061,-0.639939479826484,-0.632519375904637,-0.621732134802553,82039.2724856812,82136.4922118095,82424.3037852493,82777.9610888464,82335.276663316,82520.5336247031,82472.6891344565,82683.7535768089,83067.2002316551,83085.027111983,-0.0011763024484413,0.000726239131270448,0.00058432089476641,0.000248119038108524,-0.000646907728390537,0.000127692612126831,0.000682311891057897,0.00022151672087894,6.23090230185835e-05,-6.76584070627988e-05,1.82536341635579,1.82358716263376,1.81770941182121,1.81082287846448,1.81951092419104,1.81585363472291,1.81690044291237,1.81264816475124,1.80529951764553,1.47346651631551,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353479986319584,-0.000520103300910303,-0.0001197759229101,0.000720862169837978,0.0353736287305719,0.0353772538694352,-0.0455948549657688,-0.000229810098911219,-3.30660440327843e-05,0.000333933354432419,0.0456429667158627,0.0456435344566153,-0.632456742184997,285.874461632612,0,7,8,5,3,7,3,3,7,0,4,4
298,5P57A05R01_SVD.mat,-0.631130989550813,-0.644646447983433,-0.667651451631675,-0.667461788125635,-0.631048880074253,-0.56349523784278,-0.64324081715957,-0.680918778331841,-0.637407699273754,-0.630845406535568,82681.3099002208,82433.9344324548,82484.0850939975,82524.2668233448,82703.2708174947,82376.2497522518,82599.7864098572,82703.789943083,83016.7171854707,83036.8282959817,4.28286844013482e-05,0.000124839521411501,0.000360922178961948,0.000343431023378785,-2.73453101533162e-05,-0.000464978714665819,0.000115890260865423,0.000303156119482278,-2.94726617316983e-05,-5.38262339116271e-05,1.81302917734425,1.81786588046008,1.81666740858616,1.8152598661962,1.81206629390741,1.81889814710619,1.81454336576987,1.81176777586539,1.80604838179649,1.47406118588875,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353493961900106,-0.000468497047399227,9.27817180886106e-05,0.000648625389018475,0.0353743507556083,0.0353773350656635,-0.0455950803714877,-0.000112706125877061,-0.000125970888002132,0.000301519369035077,0.0456434070178665,0.045643372263769,-0.654961345533385,286.253848381921,0,8,6,5,5,8,1,5,6,0,3,5
299,5P57A05R02_SVD.mat,-0.686030510735914,-0.694363840158545,-0.661134873245538,-0.666962924611219,-0.662296925957751,-0.654460587079272,-0.641933648708622,-0.623785746483836,-0.647720660943286,-0.67406855502904,82432.1512865935,82452.111287057,82820.4036931505,82572.811168766,82636.5706086174,82988.7306076339,82781.6868822955,82376.7217621818,82565.3197771002,82635.9628347527,0.000390827716812932,0.000470329246038849,0.000252981171095877,0.000316886649678931,0.000292767943118582,0.000215888486458443,7.55536500502838e-05,-0.000258559314615898,3.53124246430044e-05,0.000301712521152123,1.81737089992921,1.81695984125381,1.80999756680127,1.81399831455579,1.8129700229473,1.80690985870147,1.81052898172553,1.8188108693604,1.8151457717501,1.48002361041462,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353497735105452,0.000466628713774947,0.000159070213611005,0.000627698382768542,0.0353743754813332,0.0353770988150223,-0.0455953404603026,0.000127601621626264,-0.000174280104155781,0.000259127207636544,0.0456433677245478,0.0456432130387464,-0.696889253796836,286.177605633027,0,9,8,5,2,5,0,5,8,0,4,6
300,5P57A05R03_SVD.mat,-0.615988021088846,-0.685457784322014,-0.697782863508212,-0.626152426076907,-0.652205202101205,-0.598210705115214,-0.598002434523091,-0.621978708039366,-0.629614554829511,-0.586197055559671,82673.1080144044,82572.9819259747,82472.2645161535,82804.7266209211,82798.990997403,82652.8183765466,82412.6973943015,82478.2809987134,82935.8606667223,83083.6437652312,4.48904621855459e-06,0.000450326663556391,0.000503150508961977,0.000109354703075423,0.000240503338806235,-0.000147483513235506,-0.000214556630470745,-1.41889061281951e-05,0.000145356906155984,-9.78959792805059e-05,1.81281287566964,1.81514381293253,1.81688839682631,1.81029218054521,1.81056096965713,1.81341380330404,1.81820110390705,1.81659962079506,1.80791886069696,1.47357283592858,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,998.75,815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-815.30612244898,-0.0353493203096443,-0.000441752040190436,4.35175834375961e-05,0.000652752827638692,0.0353746952844554,0.035377430085002,-0.0455951463852853,-0.000191285089238156,-1.43453865395434e-05,0.000291344427540501,0.0456431447987409,0.0456435441997495,-0.639160372555282,286.363545542833,0,7,9,5,2,8,1,6,7,0,4,6
