SampleIndex,FileName,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,variance_1,variance_2,variance_3,variance_4,variance_5,variance_6,variance_7,variance_8,variance_9,variance_10,variance_11,variance_12,variance_13,variance_14,variance_15,variance_16,variance_17,variance_18,variance_19,variance_20,skewness_1,skewness_2,skewness_3,skewness_4,skewness_5,skewness_6,skewness_7,skewness_8,skewness_9,skewness_10,skewness_11,skewness_12,skewness_13,skewness_14,skewness_15,skewness_16,skewness_17,skewness_18,skewness_19,skewness_20,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,kurtosis_11,kurtosis_12,kurtosis_13,kurtosis_14,kurtosis_15,kurtosis_16,kurtosis_17,kurtosis_18,kurtosis_19,kurtosis_20,torso_BW_1,torso_BW_2,torso_BW_3,torso_BW_4,torso_BW_5,torso_BW_6,torso_BW_7,torso_BW_8,torso_BW_9,torso_BW_10,torso_BW_11,torso_BW_12,torso_BW_13,torso_BW_14,torso_BW_15,torso_BW_16,torso_BW_17,torso_BW_18,torso_BW_19,torso_BW_20,total_BW_1,total_BW_2,total_BW_3,total_BW_4,total_BW_5,total_BW_6,total_BW_7,total_BW_8,total_BW_9,total_BW_10,total_BW_11,total_BW_12,total_BW_13,total_BW_14,total_BW_15,total_BW_16,total_BW_17,total_BW_18,total_BW_19,total_BW_20,total_BW_offset_1,total_BW_offset_2,total_BW_offset_3,total_BW_offset_4,total_BW_offset_5,total_BW_offset_6,total_BW_offset_7,total_BW_offset_8,total_BW_offset_9,total_BW_offset_10,total_BW_offset_11,total_BW_offset_12,total_BW_offset_13,total_BW_offset_14,total_BW_offset_15,total_BW_offset_16,total_BW_offset_17,total_BW_offset_18,total_BW_offset_19,total_BW_offset_20,total_torso_BW_offset_1,total_torso_BW_offset_2,total_torso_BW_offset_3,total_torso_BW_offset_4,total_torso_BW_offset_5,total_torso_BW_offset_6,total_torso_BW_offset_7,total_torso_BW_offset_8,total_torso_BW_offset_9,total_torso_BW_offset_10,total_torso_BW_offset_11,total_torso_BW_offset_12,total_torso_BW_offset_13,total_torso_BW_offset_14,total_torso_BW_offset_15,total_torso_BW_offset_16,total_torso_BW_offset_17,total_torso_BW_offset_18,total_torso_BW_offset_19,total_torso_BW_offset_20
381,3P11A03R1_SVD.mat,-0.435247566535055,-0.558313684182598,-0.486749353505334,-0.270100740043014,0.203177696044844,0.355210049175186,0.0205142612101375,-0.0679709310096282,-0.26002502259516,-0.484682072033737,-0.425321745698912,-0.493569395323395,-0.309185416777342,-0.345784131309256,-0.52037348354705,-0.48539879661162,-0.559567732488658,-0.675681961109813,-0.723214188033503,-0.671004906892184,81031.2163086006,81920.4040381409,82522.2427360528,81562.1875625477,79129.6648626579,78685.6769046923,79221.1443457208,79231.0282790832,80233.8379541773,80643.2803774992,80959.7137495459,81531.0468859119,81686.8817276665,81758.4624918378,82227.9052295002,81989.7628586558,81608.0151371958,80943.4501706868,81627.8210849039,82101.2427201562,0.000133802415428431,0.000682026544775529,-9.4773372177195e-05,-0.00186877899667484,-0.00628524815749467,-0.00775676084301044,-0.00502477565718171,-0.00416092564686028,-0.00182614598890518,-0.000340707101589272,-0.000560897479328249,-9.36576689609114e-06,-0.00144901666137812,-0.00110224517761812,4.55857212643568e-05,-0.000179056088951315,0.000355675901883838,0.000871340542518206,0.00121996655372455,0.000254816635387227,1.84870206434126,1.82970157113946,1.81685209680899,1.83722925704239,1.89071562510493,1.90049831728158,1.88898656711371,1.88882292620951,1.86635491771557,1.85766077688463,1.8503904856236,1.83818281058382,1.8344969264514,1.83295684849645,1.82325323908035,1.82821296271136,1.8364921227757,1.85108837460691,1.83645511619658,0.438308239236235,9.65,15.5,508.05,3.3,19.4,29.15,22.6,26.15,18.75,24.55,21.5,22.35,253.1,257.5,501.55,501.85,20.15,15.95,17.45,119.5,35.2,998.75,998.75,256.5,55.9,82.85,56.9,56.65,39.35,489.5,595.2,998.75,998.75,998.75,998.75,998.75,998.75,769.1,998.75,239.7,-35.2,-998.75,-998.75,-256.5,-55.9,-82.85,-56.9,-56.65,-39.35,-489.5,-595.2,-998.75,-998.75,-998.75,-998.75,-998.75,-998.75,-769.1,-998.75,-239.7,-9.65,-15.5,-508.05,-3.3,-19.4,-29.15,-22.6,-26.15,-18.75,-24.55,-21.5,-22.35,-253.1,-257.5,-501.55,-501.85,-20.15,-15.95,-17.45,-119.5
382,3P11A03R2_SVD.mat,-0.70376190565061,-0.669102292579015,-0.658144780123889,-0.641320736748878,-0.521655438322872,0.108934287963901,0.876918612219558,0.635289374333466,-0.155872531249116,-0.204486648070208,-0.309415241418668,-0.46744134031016,-0.588943528847439,-0.59645010638838,-0.618117920370984,-0.706528660678182,-0.735302200033622,-0.339013043304872,-0.409707077046919,-0.679287673797492,80576.1869943492,81609.0222198949,82034.7077938372,82115.6523978147,81463.1528641942,79069.584457771,77001.8789751346,77866.3113371449,78826.4633023243,78101.9443783425,78542.8500948735,78453.7228399732,79123.0202874155,79294.930379079,79725.0058415392,80192.7627641446,79746.146888411,78712.8155930831,79429.4629210644,80267.6200525849,0.00065790952187822,0.000576373181813434,0.000547647842438903,0.000425888091334526,-0.000669948164329177,-0.0064168717053838,-0.0134107083124689,-0.011133089670707,-0.00424585102321931,-0.00400545180916026,-0.00305258045282411,-0.00175019138404724,-0.000590363915787615,-0.000496259564511721,-0.000223473889278105,0.000607268422998063,0.000761559273212695,-0.00276211366816537,-0.00202381396494658,9.14619710042582e-05,1.85770612127431,1.83832882140218,1.82800186336288,1.82591514230245,1.84061055342177,1.89051729573222,1.93251646590872,1.91485873924264,1.89431999388221,1.90895378524801,1.89798779698289,1.89947029546118,1.88621774203135,1.88289148521367,1.87448918460244,1.86493972759206,1.8734604399874,1.89496508897887,1.88031553197561,0.446872159680353,8.85,19,253.05,255.85,19.65,19.15,14.4,21.95,19.9,22.7,20.3,21.85,21.55,21.5,20.6,20.2,22.5,11.65,8.25,5.4,28.6,681.95,998.75,998.75,994,66.7,61.9,52.3,49.1,50.75,45.1,41,38.9,37.75,86.8,235.2,99.8,38.4,35.8,114.55,-28.6,-681.95,-998.75,-998.75,-994,-66.7,-61.9,-52.3,-49.1,-50.75,-45.1,-41,-38.9,-37.75,-86.8,-235.2,-99.8,-38.4,-35.8,-114.55,-8.85,-19,-253.05,-255.85,-19.65,-19.15,-14.4,-21.95,-19.9,-22.7,-20.3,-21.85,-21.55,-21.5,-20.6,-20.2,-22.5,-11.65,-8.25,-5.4
383,3P12A03R1_SVD.mat,-0.211994916537555,-0.367752426200413,-0.790614399998144,-0.59715772081447,-0.39886294269829,0.180442902264062,0.783608989964229,0.604187975955764,0.296866001920567,0.409434392949943,0.337783712184493,-0.0535236494235844,-0.380116452440353,-0.313329302711201,-0.413572098990889,-0.486570692318751,-0.359278496275021,-0.551303482192945,-0.745697937864334,-0.834517074021149,79605.5694729542,79311.1242741894,79664.7223219117,79776.5617383833,79419.9985086941,78525.9264192613,77550.8461738084,77917.0255464347,77716.614543039,77650.9378441674,78043.358735613,78755.092969843,79300.8244265668,79478.4729294765,78820.013355462,79245.7185824984,80358.4182793074,79489.9505474594,78717.4555846898,78587.3312364486,-0.00235824292458008,-0.000520737974502903,0.00380707532515185,0.00185630408743254,-0.0014722904888314,-0.00710668041177676,-0.0123851637709597,-0.0105474068307602,-0.00808670033041594,-0.00935689945111424,-0.00862764793509538,-0.00484762507676218,-0.00164728762017219,-0.00200956532336814,-0.00130904124727758,-0.000747073245426343,-0.00105059545852891,0.000104083946960793,0.00176640927818939,0.000642723405669675,1.87927166648562,1.88739171063994,1.8796763120397,1.87598856642366,1.87960974571024,1.89889837490652,1.92009833926452,1.91340008623451,1.91665043769008,1.9180725395256,1.90930836901223,1.89350992448823,1.88104907456889,1.87720691841872,1.8901271396215,1.88184753696999,1.86112502711767,1.87939846912847,1.89604691461225,0.455483344342051,13.45,45.5,34.6,26.25,18.9,19.6,25.65,33.1,28.55,23.75,28.05,21.9,19.5,19,20.6,16.7,18.7,27.7,34.85,7.8,52.65,513.8,510.25,470.3,37.8,51.1,74.75,80.9,72.6,62.35,67.2,53.55,36.55,41.8,48.1,33.05,256.95,43.6,52.95,38.3,-52.65,-513.8,-510.25,-470.3,-37.8,-51.1,-74.75,-80.9,-72.6,-62.35,-67.2,-53.55,-36.55,-41.8,-48.1,-33.05,-256.95,-43.6,-52.95,-38.3,-13.45,-45.5,-34.6,-26.25,-18.9,-19.6,-25.65,-33.1,-28.55,-23.75,-28.05,-21.9,-19.5,-19,-20.6,-16.7,-18.7,-27.7,-34.85,-7.8
384,3P12A03R2_SVD.mat,-0.559331701323429,-0.495016299687684,-0.572310208362693,-0.477301363534916,0.294138193884425,0.74914784261164,0.432516158247273,0.246145840990369,0.0774795763109668,-0.333745144447525,-0.653822074146195,-0.703194897819483,-0.283084352517642,-0.608650894595553,-0.743814753748271,-0.748660018037052,-0.638036378684496,-0.680133240498439,-0.826033294655911,-0.683738250340068,79478.0568527608,80858.7859752366,82174.313740094,80155.3348365146,78048.2350995117,77057.208671836,77761.2620520358,77230.179708649,77727.6950177295,78431.017936523,78147.484757534,78553.970250334,78139.42871169,78515.5200006416,78098.1103293639,78453.0348181057,78913.5828937161,79094.1481621992,79322.5258604265,78874.5501559431,-0.00120528436943639,-0.00115684819274062,-0.000355828026931011,-0.00135229653480857,-0.00849992567056178,-0.0129908589449561,-0.00953143050000398,-0.00746029898321486,-0.00593674394236886,-0.00271237589186754,0.000581660720026203,0.000690070191651203,-0.003009113139333,-0.00074670635472836,0.00130442976308735,0.00109581972011068,-0.000182865657460098,2.15089789863731e-05,0.00185431432356611,0.000182592616814218,1.87567008722229,1.84836963090234,1.82234018371857,1.8641859822886,1.91053822223336,1.93160129794749,1.91659425910771,1.92743347185898,1.91618665606649,1.89980672345161,1.90471998724543,1.89634392713481,1.90707692046677,1.89739890328321,1.9054228985182,1.89759970893708,1.88907576929915,1.884902382097,1.87936600284122,0.453172425221527,9.25,41.55,510,12.35,18.4,44.7,19.4,24.3,24.35,16.85,20.75,16.25,20.4,16.85,20.55,19.1,15.8,19.05,21.8,5.7,62.6,998.75,998.75,190.25,51.65,105.95,57.9,65.7,61.35,41.55,35.7,32.95,48.1,30.3,34.05,32,31.85,33.4,45.65,44.1,-62.6,-998.75,-998.75,-190.25,-51.65,-105.95,-57.9,-65.7,-61.35,-41.55,-35.7,-32.95,-48.1,-30.3,-34.05,-32,-31.85,-33.4,-45.65,-44.1,-9.25,-41.55,-510,-12.35,-18.4,-44.7,-19.4,-24.3,-24.35,-16.85,-20.75,-16.25,-20.4,-16.85,-20.55,-19.1,-15.8,-19.05,-21.8,-5.7
385,4P03A04R1_SVD.mat,-0.28871852758168,-0.412084644587058,-0.183744098597158,0.265969940029053,0.745795938743641,1.45213722574324,0.898063370666061,-0.130118634772402,-0.350640608092926,-0.533433962712851,-0.540809290096083,-0.829138731859823,-0.944185040223184,-0.725362113240543,-0.492350176789974,-0.438230209347863,-0.419572578527237,-0.395272916068914,-0.467359149036559,-0.37512153854576,80924.718587269,81420.3566480327,80320.6759317394,78309.8294495129,77440.3970059414,76507.6750225554,77332.8716566231,79880.5166258033,80700.7464706153,79902.5934523051,79183.2808926048,78326.0852665717,78866.6354420633,79262.9300636588,80370.7106765537,81711.6588782193,81849.5319823073,81781.8561423538,82374.9185610432,82305.1166207318,-0.00173076001650244,-0.000757867783061333,-0.00341917210197264,-0.00804294487642882,-0.0127730067763693,-0.019044909579618,-0.0139237182122684,-0.00382610421637381,-0.00168681011427357,-5.18808414656596e-05,0.000417246672990398,0.00328303754627663,0.00448624519372758,0.00269830853799572,0.000411824944416104,-0.000307615172510977,-0.000904324902333605,-0.00134050055405303,-0.00061137205522922,-0.000357097529231832,1.85110875032963,1.83998843400397,1.86308981192207,1.90608052161794,1.92476804825675,1.94575807215877,1.92789719984824,1.87330212115877,1.85575851171572,1.87230915115453,1.88748268502667,1.90536772008225,1.89342161663643,1.88508227188617,1.86186839844107,1.83399963587883,1.83052838943501,1.83121261906893,1.81937870911322,0.436874033672948,18.2,20.3,6.75,24.25,28.45,55.7,44.55,16.65,18.7,22.85,26.75,19.9,21.05,17.8,10,16.25,21.9,261.65,261.55,225.9,162.4,941.25,35.35,75.2,83.25,103.5,103.5,44.35,264.85,76.6,57.15,49.45,50,37.55,29.15,613.6,998.75,998.75,998.75,239.7,-162.4,-941.25,-35.35,-75.2,-83.25,-103.5,-103.5,-44.35,-264.85,-76.6,-57.15,-49.45,-50,-37.55,-29.15,-613.6,-998.75,-998.75,-998.75,-239.7,-18.2,-20.3,-6.75,-24.25,-28.45,-55.7,-44.55,-16.65,-18.7,-22.85,-26.75,-19.9,-21.05,-17.8,-10,-16.25,-21.9,-261.65,-261.55,-225.9
386,4P03A04R2_SVD.mat,-0.580646912915458,-0.689564474394676,-0.630197901829451,-0.396751315630767,-0.165981007891559,0.400215996608326,1.05497857127022,1.74384762766866,2.31352392580881,1.34979512188917,-0.212449477948585,-0.935657862458277,-0.491614139604884,-0.539293052229343,-0.623360783873489,-1.32919353981828,-1.55239317722849,-1.49600335893174,-1.45312743081661,-1.34164648990899,79690.7152836357,80905.9684495333,80620.4602568859,79966.4844681808,79210.771423541,77583.3869327939,77025.4212234677,76475.4215353795,76321.6079248221,76988.3177647739,78613.6601748393,79188.841443852,79966.7223870127,80089.9638834373,78563.3401295308,78290.8231897107,77946.3640432602,78368.9925111565,78165.4227066048,78101.6997644605,-0.000521866954454291,0.000818081316954603,0.000312794330149166,-0.00230523269926933,-0.00446007964720552,-0.00965164906912513,-0.015723356765806,-0.0216395620075296,-0.0271511574152886,-0.0180278876706969,-0.00391832957752228,0.00283724238721805,-0.00134147129148332,-0.000753567126043956,-0.000290786959583124,0.00698699926903725,0.009272334632891,0.0090539913758003,0.00877419158678023,0.00189508823086965,1.87594048695023,1.85117780915671,1.85679482640525,1.87057520537785,1.88605175595742,1.91988285338913,1.93156545934343,1.94244520756977,1.94585686078577,1.93160035748398,1.89825128692303,1.88612977875805,1.8703997665292,1.86790648998299,1.89951310134645,1.90393668425301,1.91074740384477,1.90138571865524,1.90542902856455,0.457570442739323,14.3,12.25,15.35,10.2,13.3,23.3,21.75,40,42.4,24.7,17.25,22.1,13.1,12.9,15.35,18.5,25.75,28.6,26.6,7.1,41.45,255.4,499.05,26.05,33.65,58.4,63.05,105.25,93.6,70.55,47.15,52.1,29.8,67.1,47.75,56.1,56.95,59.75,56.15,19.25,-41.45,-255.4,-499.05,-26.05,-33.65,-58.4,-63.05,-105.25,-93.6,-70.55,-47.15,-52.1,-29.8,-67.1,-47.75,-56.1,-56.95,-59.75,-56.15,-19.25,-14.3,-12.25,-15.35,-10.2,-13.3,-23.3,-21.75,-40,-42.4,-24.7,-17.25,-22.1,-13.1,-12.9,-15.35,-18.5,-25.75,-28.6,-26.6,-7.1
387,4P10A04R1_SVD.mat,0.303087776061059,0.382426424274757,-0.858500095813045,-0.945569239442957,0.0697419539630213,0.375848481759019,-0.475160006454145,-0.443183890758053,-0.496519522302847,-0.764216969811057,-0.977466659567634,-0.828547702042708,-0.811044738696697,-0.935629746854614,-1.83322310235899,-0.546147796757716,0.074926333913483,-0.577753066838192,-0.516067705733777,-0.307872221022429,78106.9761187728,78603.9165495921,79163.3805724215,79468.3293457883,79378.5149645139,77664.9411437947,78825.1776232671,79510.996292117,80367.9005469077,79569.2153020652,78965.7783496232,79545.6169854714,79338.6729022987,79237.4784036383,77716.2650139284,79597.5786195992,80124.1056360841,80381.8493979774,80954.7474062802,81637.4392511807,-0.00774367490350658,-0.00852423662586059,0.00347433405563741,0.0045589572468036,-0.00544914100329721,-0.00881996294441647,-0.000426821921612307,-0.00065186980835484,6.00504446424929e-05,0.00236620804684253,0.00421783901899309,0.00293603267195121,0.00270178102010892,0.00414014580474517,0.0132034308199727,0.000309949508268132,-0.0053067739903419,0.00071941930281174,0.000352598527791154,-0.00033541505868725,1.91458676230441,1.90289696471662,1.8890230230074,1.88296496237889,1.88517169189857,1.92367085722005,1.89631931458056,1.88104409005043,1.86246946328413,1.87903452127582,1.89174694310845,1.87932011117032,1.88380768623,1.88690735528802,1.92253634166252,1.87884127306853,1.86899350578314,1.86160351077887,1.8499217225085,0.440694109099393,42.2,48.8,39.65,28.25,28.85,60.5,42.5,32.35,21.15,15.25,17.35,16.5,18.9,10.95,47.2,22.85,20.5,16.65,14.35,5.1,98.05,101.6,80.5,95.75,70.1,96.6,76.8,62.15,38.95,35.3,39.5,37.95,43.75,49.1,95.7,48.2,45.7,34.25,29.1,63.3,-98.05,-101.6,-80.5,-95.75,-70.1,-96.6,-76.8,-62.15,-38.95,-35.3,-39.5,-37.95,-43.75,-49.1,-95.7,-48.2,-45.7,-34.25,-29.1,-63.3,-42.2,-48.8,-39.65,-28.25,-28.85,-60.5,-42.5,-32.35,-21.15,-15.25,-17.35,-16.5,-18.9,-10.95,-47.2,-22.85,-20.5,-16.65,-14.35,-5.1
388,4P10A04R2_SVD.mat,-0.500130784206701,-0.576710997342074,-0.693697223345341,-0.55474974908203,-0.539745275991056,-0.70411698245727,-0.704451610982944,-0.454734532270795,-0.493878680699523,-0.625611870958205,-0.679821185683884,-0.975437536780577,-1.27591580631396,-1.16087487718017,-0.886270617075071,-0.529661356992871,-0.555738453670299,-0.570600627380323,-0.43942455298902,-0.546331006872498,78962.3843953887,77716.075304883,77285.6350383774,77727.207891987,78637.4454607779,79231.7787799803,79989.5435716189,81017.0189357344,79902.5624038274,80211.3623717246,79988.9031135311,78791.8138271267,77379.5319018281,77038.2708161312,78063.089669722,79357.3226165623,79231.3228891,79538.1587046708,80800.7158057027,81027.1219178543,-0.00123954929204931,-0.000672277192025777,0.000602150110449099,-0.000883357664439049,-0.000395064422247502,0.00127396593704312,0.00153953534901324,-0.000388056555402208,-0.000423662683638372,0.00044295498891806,0.000964260370395273,0.00410418381135588,0.0063681811464482,0.00507764768881055,0.00265521080750868,-0.00057071432201425,-0.00101595491994729,-0.000805543083946179,-0.000597835065056527,0.000160259640752677,1.88940157760677,1.91560031964743,1.92501960315456,1.91551327416227,1.89813210785529,1.88543264386292,1.86986182088133,1.84938504282571,1.87069311277511,1.86265923651648,1.86727914520617,1.89483891402526,1.92379164705206,1.93135042834525,1.90998912529315,1.88250554299065,1.88288401169187,1.87643704899467,1.85373251089003,0.443951314239701,19.1,29.85,37.2,27.85,28.55,24,21.55,20.8,25.65,20.4,22.1,27.65,23.8,32.55,26.7,21.15,10.65,9.65,20.75,5.25,36.9,54.3,63.25,53.45,55.15,224.75,256.1,504.35,394.85,495.5,496.2,113.2,60.3,63.1,54.15,40,27.15,25.3,505,239.7,-36.9,-54.3,-63.25,-53.45,-55.15,-224.75,-256.1,-504.35,-394.85,-495.5,-496.2,-113.2,-60.3,-63.1,-54.15,-40,-27.15,-25.3,-505,-239.7,-19.1,-29.85,-37.2,-27.85,-28.55,-24,-21.55,-20.8,-25.65,-20.4,-22.1,-27.65,-23.8,-32.55,-26.7,-21.15,-10.65,-9.65,-20.75,-5.25
389,4P11A04R1_SVD.mat,-0.111965586063214,-0.043076896249211,-0.283510147676104,-0.450547289810657,-0.58105993005314,-0.912589227915106,-0.0090871312324609,0.330851283713596,0.573811487935098,0.609618413303085,0.0975569083702166,-0.369740296669589,-0.164217323654342,-0.193702698846224,-0.483976703813061,-0.494926290417292,-0.637447414037684,-0.838399480610571,-0.783425757657732,-0.532060060966473,80772.6099765221,80371.300945365,80524.7853800838,80096.7091451916,79289.4220801138,79115.7708198009,79848.0524941385,78608.1639929524,77691.5771149885,77173.7236079227,78264.647180748,79937.1631167253,80327.7050316997,78674.5676157676,77990.9076115997,78746.5896123457,79051.0057852213,78967.249136965,78244.1458516711,79100.2608287963,-0.00187627726057836,-0.00283742036599212,-0.000732110842911796,0.000575853301068513,0.00188308380282821,0.0054139895539833,-0.00372159928652812,-0.00780440168025803,-0.0106992228281127,-0.0115229707537965,-0.00590275882219888,-0.00022786847742176,-0.00199220938665996,-0.00265585052552574,-0.000268252336396008,0.000167728455742461,0.00264958805905202,0.00380821501369946,0.00349222918337508,0.000352405915778617,1.8536846169867,1.86067367970462,1.85825253778829,1.86785575349825,1.88662398223828,1.89124175682773,1.87433026278116,1.90184327384989,1.9208588113652,1.93155364987069,1.90914671990669,1.87275343425882,1.86420518289613,1.90078422940343,1.91582865915545,1.89915370903968,1.89206380302994,1.89289360949871,1.90871860764402,0.453546368721013,19.3,21.75,22.9,24.25,26.65,26.1,9.8,21.4,30.7,19.4,33,30.35,18.2,37.1,41.5,38.35,27,17.3,22.3,6.25,277.2,670.2,502.6,373.25,244,61.25,40.25,52.2,71.5,72.7,75.65,354.35,250.85,252.85,75,116.8,237.7,51.85,72.1,60.95,-277.2,-670.2,-502.6,-373.25,-244,-61.25,-40.25,-52.2,-71.5,-72.7,-75.65,-354.35,-250.85,-252.85,-75,-116.8,-237.7,-51.85,-72.1,-60.95,-19.3,-21.75,-22.9,-24.25,-26.65,-26.1,-9.8,-21.4,-30.7,-19.4,-33,-30.35,-18.2,-37.1,-41.5,-38.35,-27,-17.3,-22.3,-6.25
390,4P11A04R2_SVD.mat,-0.590956089169872,-0.604694300310268,-0.450570497478218,-0.444073046882421,-0.386712525823513,0.459594233019811,1.09057645875869,2.42032502656083,1.53329639292765,-0.457320302488002,-0.832050080445363,-0.973644253839215,-1.98618070310829,-2.36419696936336,-2.00941257815949,-1.3719109050282,-0.826989748398953,-0.697152807063938,-0.423154041075552,-0.332200724587034,80085.1034938259,79482.1459502824,79824.1916903169,80486.3538747279,79655.779720208,77990.0588923212,77142.9857457346,76392.156293428,76728.2448485772,78327.1691447778,79311.1702495363,79351.1108862995,77274.9370144636,76960.0422225888,77138.9662799757,77804.8743418218,79651.753841271,79772.6200926134,79773.2088829338,79729.7545875442,2.40168864772684e-05,0.000174198241829158,-0.0011656150300651,-0.00124737631020404,-0.00196513810978209,-0.0100621911742601,-0.0157582095665008,-0.0274581357410152,-0.0197823517704616,-0.00158678999609386,0.002194604563635,0.00335174288805468,0.0125828386500937,0.0161342775489937,0.0127568715148307,0.0068305409584402,0.00205772195229037,0.000886620609184992,-0.00139475385360194,-0.000524609107902641,1.86481491499222,1.875362154388,1.8678771240524,1.85638736688608,1.87375283636088,1.909239596946,1.92678019042072,1.94091419001825,1.93605107533486,1.90382199975561,1.88221755567121,1.88053955907214,1.92567238390202,1.93223282532855,1.92925603558675,1.91537884259158,1.87435549038999,1.87071531856933,1.87028088592306,0.449364075228273,19.55,21.35,16.75,20.5,15.95,27.4,40.9,23.45,38.95,30.25,16,25.1,25.55,39.4,35.85,34.65,20.8,20.85,19.85,4.8,248.75,547.65,484.05,488.1,74.4,65.45,93.9,67.55,89.35,69.85,37.45,224.75,77.3,77.45,84.8,82.85,246.7,288.8,463.85,94.15,-248.75,-547.65,-484.05,-488.1,-74.4,-65.45,-93.9,-67.55,-89.35,-69.85,-37.45,-224.75,-77.3,-77.45,-84.8,-82.85,-246.7,-288.8,-463.85,-94.15,-19.55,-21.35,-16.75,-20.5,-15.95,-27.4,-40.9,-23.45,-38.95,-30.25,-16,-25.1,-25.55,-39.4,-35.85,-34.65,-20.8,-20.85,-19.85,-4.8
391,4P12A04R1_SVD.mat,-0.43549568322859,0.0746025122365676,0.30662808240393,1.23246696761213,1.5154699170735,0.317479847559883,-0.204086393584183,-0.172785981418475,-1.07446264726497,-2.19779254069882,-2.34000578199794,-1.68969057910399,-1.55169677222562,-0.769117975421181,-0.572044756439154,-0.383559776384977,-0.294029057031685,-0.308906725399614,-0.192075639069452,-0.0757184513684394,78826.3523630683,78163.8512608478,77920.491560586,76881.1515106957,77131.1089567147,78259.8928016549,80036.7310907139,80935.4037070351,79096.722355656,76837.6741333958,76497.4101248901,77554.7555405529,77697.2243187686,79148.4054590371,79926.3238195075,80335.2114711845,80140.9803651493,80380.4233951873,80828.2527669566,81298.3795536409,-0.00134513952251377,-0.00646315021136938,-0.00848445024110091,-0.0169891268811656,-0.0194330246409627,-0.00861658831157586,-0.00327466833573974,-0.00289204279858836,0.00569653473952353,0.0169245285236868,0.0183743122554188,0.0119105967175058,0.0104170131071749,0.00275350067521912,0.000656192398619008,-0.00120877345339992,-0.00176685543824693,-0.00171658773455104,-0.00267064421331032,-0.000876112714605545,1.89314540241626,1.90753322471064,1.91295346535449,1.93662857610352,1.93136069107052,1.90588735836222,1.8673453137328,1.84901890814486,1.88900551126628,1.9385047931013,1.94607550679535,1.9226065566586,1.91989609692727,1.88791800813908,1.87048568971282,1.86103162858153,1.86487001368681,1.85961374824618,1.85054050320323,0.44183781926297,16.25,24.1,26.85,34.95,41.1,30.25,20.15,20.05,19.4,37.55,50.55,35.5,26.85,17.25,26.55,19.05,14.05,14.5,15.3,4.2,43,53.35,63.2,74.1,93.4,66.65,42.05,301.65,58.8,96.35,105.9,94.8,71.45,54.65,290.55,257.65,164.25,90.25,259.45,122.7,-43,-53.35,-63.2,-74.1,-93.4,-66.65,-42.05,-301.65,-58.8,-96.35,-105.9,-94.8,-71.45,-54.65,-290.55,-257.65,-164.25,-90.25,-259.45,-122.7,-16.25,-24.1,-26.85,-34.95,-41.1,-30.25,-20.15,-20.05,-19.4,-37.55,-50.55,-35.5,-26.85,-17.25,-26.55,-19.05,-14.05,-14.5,-15.3,-4.2
392,4P12A04R2_SVD.mat,0.511240362168809,0.644062672856349,1.04335457183684,0.905053530267652,0.130511969911434,-0.737863471206507,-0.66322342358325,-0.247755144366194,-0.912059304280924,-2.50047446229152,-3.40554844722545,-2.45982860488697,-2.04917632826432,-1.43030774919353,-0.951493610759508,-0.952363211424292,-0.915330578062115,-0.706248379366901,-0.633609209752391,-0.728319749255349,77873.269296379,77393.311134154,76477.0463200834,76892.2381638956,78419.4547904981,79102.0097930852,80018.0110449465,79947.1102725856,79113.4291458931,76856.647860009,75827.3132998519,76811.6095193483,77159.102259504,77974.2714223985,78806.3727371728,79474.645710146,79834.3919807139,80830.0167484968,80396.968593919,79437.4014520082,-0.0106369129609523,-0.0118888264377621,-0.0154837607739947,-0.0141827330918892,-0.00714792404030048,0.000974606933075577,0.000205461212138251,-0.00369629980024693,0.00251559403178578,0.0176018768618,0.0263868708904441,0.0171377368172584,0.0132181135121239,0.00738692848667617,0.00295070382307712,0.00292209897224962,0.00262564798587886,0.000619134521081591,-9.76534039091159e-06,0.000210086554849006,1.91206302606494,1.92266414510558,1.94163419613265,1.93246461357684,1.9006871310099,1.88559419282836,1.86670321512497,1.86878809347218,1.88547858389151,1.93444312405898,1.95697481571101,1.93574252838453,1.92801705350301,1.90943310356551,1.89092748571838,1.87706723653486,1.86919487546785,1.84916813788897,1.85789216815018,0.45085886961111,26.45,26.55,36.3,33.2,23.05,23.3,19.9,17.45,12.9,34.4,39.7,34.1,29.5,17.05,14.5,16.8,15.75,20.5,20.5,5.65,72.55,71.1,69.1,64.8,64.9,258.4,297.35,179.45,44.6,90.25,90.35,86.2,80.8,46.95,36.95,54.35,256.45,510,509.75,121.65,-72.55,-71.1,-69.1,-64.8,-64.9,-258.4,-297.35,-179.45,-44.6,-90.25,-90.35,-86.2,-80.8,-46.95,-36.95,-54.35,-256.45,-510,-509.75,-121.65,-26.45,-26.55,-36.3,-33.2,-23.05,-23.3,-19.9,-17.45,-12.9,-34.4,-39.7,-34.1,-29.5,-17.05,-14.5,-16.8,-15.75,-20.5,-20.5,-5.65
